epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
265,467.519,0.91754,1.64361,0.79483,1.11835,0.85966,0.75446,0.86006,0.62127,0.85298,0.74859,0.84442,0.5771,0.95901,1.92616,0.8227,1.10721,0.00185248,0.00185248,0.00185248
266,469.241,0.80577,1.40678,0.68226,1.03365,0.88044,0.77713,0.88638,0.64805,0.87109,0.77282,0.87294,0.5941,0.92176,1.84657,0.76305,1.09452,0.00185139,0.00185139,0.00185139
267,470.985,0.85842,1.52456,0.70887,1.07788,0.8938,0.79179,0.90424,0.67219,0.88236,0.79765,0.90612,0.61459,0.88267,1.83081,0.74169,1.0531,0.0018503,0.0018503,0.0018503
268,472.776,0.89735,1.67712,0.7608,1.12409,0.8685,0.79472,0.90147,0.66367,0.87249,0.80265,0.89601,0.6094,0.90653,1.80207,0.74791,1.06089,0.0018492,0.0018492,0.0018492
269,474.529,0.82515,1.52625,0.69438,1.05979,0.8665,0.79946,0.8896,0.65162,0.8633,0.79472,0.88571,0.60509,0.92285,1.82199,0.77871,1.07223,0.0018481,0.0018481,0.0018481
270,476.27,0.83408,1.43919,0.69445,1.06997,0.84172,0.80645,0.88721,0.65872,0.83092,0.77126,0.86417,0.59715,0.89738,1.85529,0.80637,1.0665,0.00184699,0.00184699,0.00184699
271,478.04,0.87732,1.55164,0.72861,1.07052,0.83121,0.80645,0.88356,0.65567,0.83319,0.79097,0.8689,0.59694,0.88856,1.84548,0.79211,1.06254,0.00184588,0.00184588,0.00184588
272,479.803,0.84536,1.49606,0.69277,1.07242,0.86965,0.78258,0.87763,0.64002,0.86279,0.77446,0.86739,0.60002,0.90557,1.85955,0.80981,1.0777,0.00184477,0.00184477,0.00184477
273,481.495,0.74848,1.21018,0.6339,1.02716,0.84305,0.78886,0.87849,0.62616,0.80114,0.81232,0.86971,0.5854,0.94984,1.93553,0.8379,1.0866,0.00184366,0.00184366,0.00184366
274,483.159,0.85996,1.47707,0.67951,1.06012,0.85283,0.76833,0.87299,0.63037,0.81916,0.79704,0.8771,0.58428,0.94187,1.90275,0.8375,1.0897,0.00184254,0.00184254,0.00184254
275,484.896,0.85486,1.45969,0.69152,1.05004,0.79918,0.81692,0.86934,0.62557,0.80281,0.82381,0.86008,0.56619,0.96543,1.92703,0.82892,1.10774,0.00184141,0.00184141,0.00184141
276,486.595,0.83002,1.44242,0.64443,1.04369,0.83989,0.7478,0.84363,0.58432,0.84363,0.75943,0.84635,0.54576,1.04905,2.04068,0.8787,1.12999,0.00184028,0.00184028,0.00184028
277,488.324,0.81818,1.49093,0.667,1.0415,0.85789,0.77895,0.86103,0.60094,0.84999,0.76438,0.84682,0.55687,1.0282,1.96798,0.85272,1.1247,0.00183915,0.00183915,0.00183915
278,490.041,0.8219,1.35477,0.66457,1.05298,0.8793,0.79046,0.88366,0.63605,0.87925,0.77713,0.86826,0.5829,0.95448,1.90602,0.80904,1.09179,0.00183802,0.00183802,0.00183802
279,491.71,0.87409,1.54856,0.70623,1.08905,0.85392,0.80571,0.87056,0.63111,0.85395,0.78592,0.85316,0.56993,0.95799,1.91538,0.82888,1.10972,0.00183688,0.00183688,0.00183688
280,493.394,0.8643,1.5702,0.73092,1.09039,0.87218,0.76246,0.86564,0.62348,0.8697,0.75073,0.84468,0.57901,0.98626,1.8065,0.85114,1.11756,0.00183574,0.00183574,0.00183574
281,495.092,0.80928,1.56342,0.68373,1.06353,0.86227,0.77713,0.86297,0.62574,0.83879,0.77819,0.84861,0.58667,0.95921,1.7436,0.85065,1.10911,0.00183459,0.00183459,0.00183459
282,496.844,0.85341,1.46211,0.71076,1.06548,0.8797,0.77203,0.86632,0.62975,0.87252,0.76274,0.84973,0.57012,0.94416,1.81814,0.80732,1.11628,0.00183344,0.00183344,0.00183344
283,498.564,0.91244,1.67034,0.76777,1.11084,0.86177,0.74961,0.85105,0.60985,0.86406,0.74194,0.8401,0.55342,0.96404,1.87981,0.86353,1.13202,0.00183229,0.00183229,0.00183229
284,500.247,0.81967,1.47306,0.70154,1.05979,0.88126,0.71826,0.83586,0.60099,0.89203,0.72687,0.83696,0.55709,0.97625,1.85288,0.89571,1.13905,0.00183113,0.00183113,0.00183113
285,501.939,0.79388,1.30152,0.65306,1.03088,0.87235,0.72149,0.83573,0.59748,0.88343,0.72141,0.83422,0.55734,0.96915,1.91744,0.90987,1.12707,0.00182997,0.00182997,0.00182997
286,503.629,0.8274,1.40001,0.66801,1.06391,0.82174,0.74351,0.83174,0.60524,0.90403,0.68328,0.83071,0.56287,0.96956,1.95828,0.90547,1.12196,0.00182881,0.00182881,0.00182881
287,505.343,0.78165,1.28549,0.61948,1.02205,0.85073,0.7478,0.8494,0.61598,0.86746,0.739,0.85129,0.57921,0.95562,1.91992,0.83687,1.10397,0.00182764,0.00182764,0.00182764
288,507.082,0.83903,1.46101,0.67002,1.07385,0.85374,0.75319,0.85415,0.61625,0.85707,0.75612,0.85375,0.55851,0.98254,1.98942,0.81901,1.12169,0.00182647,0.00182647,0.00182647
289,508.883,0.84014,1.47085,0.6913,1.06485,0.80129,0.78045,0.8522,0.60497,0.80681,0.74194,0.83273,0.54311,1.00387,2.01768,0.83886,1.13301,0.0018253,0.0018253,0.0018253
290,510.487,0.77937,1.19286,0.66503,1.04393,0.8225,0.7474,0.8388,0.58542,0.82052,0.72434,0.81327,0.52978,1.01149,2.00263,0.86746,1.13601,0.00182412,0.00182412,0.00182412
291,512.213,0.82655,1.43026,0.67754,1.05995,0.8168,0.69208,0.80498,0.5598,0.77031,0.69208,0.77298,0.50376,1.01462,2.13745,0.95973,1.1607,0.00182294,0.00182294,0.00182294
292,513.903,0.7287,1.24018,0.6319,1.00845,0.83335,0.67455,0.79999,0.55498,0.80087,0.67226,0.76645,0.50743,1.01391,2.14512,0.97377,1.16076,0.00182175,0.00182175,0.00182175
293,515.55,0.81209,1.49948,0.72466,1.07716,0.83133,0.68035,0.80852,0.56145,0.81417,0.66276,0.77773,0.52631,1.04165,2.08325,0.95473,1.17078,0.00182056,0.00182056,0.00182056
294,517.274,0.83531,1.45351,0.70431,1.05573,0.8448,0.70968,0.82604,0.58197,0.8225,0.69208,0.79831,0.53897,1.00767,1.97459,0.91448,1.16418,0.00181937,0.00181937,0.00181937
295,519.015,0.86622,1.56287,0.71566,1.08227,0.8653,0.68035,0.81607,0.57429,0.84078,0.66276,0.78284,0.52935,0.99602,1.99708,0.92829,1.1626,0.00181818,0.00181818,0.00181818
296,520.923,0.7682,1.28036,0.63165,1.03492,0.83007,0.68035,0.79521,0.55699,0.85263,0.66171,0.76485,0.5239,0.99229,2.03455,0.96916,1.16922,0.00181698,0.00181698,0.00181698
297,522.806,0.82017,1.42638,0.67613,1.06751,0.87202,0.67935,0.79628,0.57134,0.87197,0.67908,0.76952,0.52792,0.95083,2.10427,0.96834,1.14958,0.00181577,0.00181577,0.00181577
298,524.721,0.78657,1.36608,0.68172,1.04383,0.85602,0.70674,0.80106,0.58652,0.85247,0.70381,0.78955,0.54438,0.9318,2.03843,0.93559,1.13534,0.00181457,0.00181457,0.00181457
299,526.587,0.79821,1.32811,0.66521,1.03928,0.88354,0.70674,0.81213,0.59003,0.87383,0.70088,0.80311,0.5546,0.92878,1.97066,0.92521,1.12377,0.00181336,0.00181336,0.00181336
300,528.464,0.76326,1.3403,0.66255,1.03923,0.89762,0.74563,0.85496,0.62641,0.88607,0.72985,0.83922,0.57886,0.89469,1.83352,0.82528,1.07047,0.00181214,0.00181214,0.00181214
301,530.355,0.8495,1.55489,0.70326,1.05088,0.88233,0.77126,0.87823,0.65026,0.85885,0.75073,0.84643,0.58236,0.8789,1.85025,0.7908,1.05801,0.00181093,0.00181093,0.00181093
302,532.284,0.8164,1.50859,0.693,1.06562,0.85739,0.79342,0.87473,0.64749,0.84141,0.78006,0.84381,0.57704,0.88385,1.98715,0.78564,1.0717,0.00180971,0.00180971,0.00180971
303,534.213,0.87411,1.49332,0.69828,1.07521,0.83388,0.80059,0.86211,0.6256,0.83497,0.78637,0.84119,0.56198,0.90394,2.00829,0.82738,1.09331,0.00180848,0.00180848,0.00180848
304,536.077,0.8521,1.47207,0.72077,1.07234,0.84574,0.79179,0.85766,0.62057,0.82533,0.77594,0.82798,0.57103,0.91984,1.92801,0.83811,1.10372,0.00180725,0.00180725,0.00180725
305,538.073,0.84563,1.49985,0.69825,1.06975,0.83426,0.80645,0.86258,0.61427,0.82819,0.80059,0.85168,0.57985,0.92745,1.82801,0.8777,1.10467,0.00180602,0.00180602,0.00180602
306,539.964,0.81747,1.42424,0.66836,1.05152,0.82116,0.76751,0.85062,0.60691,0.82395,0.78232,0.84488,0.57595,0.92477,1.8007,0.91497,1.12556,0.00180479,0.00180479,0.00180479
307,541.7,0.87881,1.63248,0.74877,1.10227,0.85974,0.77293,0.86136,0.61962,0.863,0.77586,0.85224,0.57842,0.91134,1.79076,0.87209,1.11483,0.00180355,0.00180355,0.00180355
308,543.383,0.78568,1.25268,0.62975,1.02539,0.85481,0.7942,0.8588,0.62767,0.8637,0.79904,0.86057,0.58525,0.91506,1.76156,0.81778,1.11034,0.00180231,0.00180231,0.00180231
309,545.113,0.7668,1.2655,0.62805,1.01735,0.8527,0.80645,0.86764,0.63047,0.84375,0.8076,0.86501,0.59373,0.94022,1.74593,0.79117,1.10722,0.00180106,0.00180106,0.00180106
310,546.836,0.81742,1.4574,0.67528,1.08726,0.85395,0.80352,0.86652,0.63726,0.84763,0.80352,0.86648,0.59768,0.94845,1.78562,0.79524,1.11926,0.00179982,0.00179982,0.00179982
311,548.583,0.81458,1.45989,0.6365,1.03796,0.86649,0.78592,0.87311,0.64131,0.85998,0.7925,0.8713,0.59842,0.92915,1.83988,0.79879,1.09714,0.00179856,0.00179856,0.00179856
312,550.314,0.83865,1.49471,0.71146,1.06869,0.87163,0.79646,0.86482,0.62871,0.86173,0.79472,0.85997,0.55861,0.96512,1.91978,0.78907,1.10973,0.00179731,0.00179731,0.00179731
313,552.017,0.89018,1.56358,0.73442,1.07718,0.87181,0.78006,0.84883,0.61076,0.88534,0.7699,0.84308,0.54813,0.99164,1.94557,0.8266,1.12888,0.00179605,0.00179605,0.00179605
314,553.73,0.8427,1.48576,0.6814,1.06467,0.88052,0.77126,0.86045,0.61894,0.88052,0.77126,0.85295,0.55014,0.9397,1.964,0.79899,1.10878,0.00179479,0.00179479,0.00179479
315,555.44,0.8642,1.44522,0.69813,1.05928,0.88008,0.81785,0.88692,0.6516,0.84923,0.8094,0.87201,0.60086,0.88367,1.80672,0.77966,1.07182,0.00179352,0.00179352,0.00179352
316,557.14,0.79556,1.3638,0.66891,1.04951,0.87532,0.82354,0.88948,0.65024,0.87472,0.81901,0.88689,0.60903,0.88348,1.77526,0.76931,1.06564,0.00179225,0.00179225,0.00179225
317,558.797,0.78821,1.29952,0.64456,1.02774,0.86998,0.80645,0.89111,0.65058,0.87339,0.8092,0.89228,0.61305,0.90578,1.78447,0.7431,1.0632,0.00179098,0.00179098,0.00179098
318,560.507,0.7988,1.29594,0.63442,1.03061,0.84817,0.84457,0.90497,0.66169,0.84438,0.82991,0.89104,0.6188,0.88838,1.80316,0.73414,1.07818,0.0017897,0.0017897,0.0017897
319,562.191,0.80116,1.33004,0.65802,1.0456,0.83293,0.81875,0.89081,0.65988,0.836,0.82222,0.87628,0.60018,0.89598,1.86502,0.72565,1.10409,0.00178843,0.00178843,0.00178843
320,563.917,0.79264,1.34388,0.63756,1.0371,0.84873,0.80938,0.87754,0.64928,0.84529,0.80059,0.85752,0.5852,0.91112,1.91949,0.74901,1.10295,0.00178714,0.00178714,0.00178714
321,565.637,0.77227,1.26582,0.6255,1.02237,0.85839,0.7654,0.86192,0.63791,0.86168,0.76833,0.85991,0.58146,0.96262,1.92399,0.79419,1.11445,0.00178586,0.00178586,0.00178586
322,567.44,0.77278,1.32806,0.65123,1.02596,0.83379,0.78592,0.85137,0.63374,0.84424,0.79472,0.86408,0.58429,0.96273,1.91862,0.80868,1.1223,0.00178457,0.00178457,0.00178457
323,569.155,0.7888,1.33683,0.61637,1.01702,0.84795,0.78501,0.85944,0.63631,0.84922,0.79283,0.86537,0.5935,0.94393,1.91666,0.80377,1.12589,0.00178327,0.00178327,0.00178327
324,570.873,0.77039,1.29548,0.62719,1.01234,0.82995,0.8158,0.86407,0.64051,0.83575,0.80059,0.86149,0.59604,0.91953,1.84048,0.79423,1.10017,0.00178198,0.00178198,0.00178198
325,572.522,0.73716,1.1879,0.59391,1.01669,0.84311,0.78794,0.86122,0.62923,0.83445,0.78299,0.85411,0.60049,0.94714,1.85181,0.79785,1.11079,0.00178068,0.00178068,0.00178068
326,574.256,0.74588,1.18724,0.59822,0.99615,0.86683,0.7654,0.85742,0.63202,0.87223,0.76833,0.85908,0.602,0.95414,1.87819,0.79367,1.11007,0.00177937,0.00177937,0.00177937
327,575.989,0.77372,1.33194,0.63476,1.02889,0.90499,0.74194,0.86322,0.64541,0.88713,0.7566,0.85787,0.5971,0.90177,1.93717,0.77335,1.10488,0.00177807,0.00177807,0.00177807
328,577.677,0.77993,1.37833,0.64669,1.03646,0.85634,0.76246,0.85976,0.6425,0.85615,0.76246,0.84883,0.59799,0.89147,1.8966,0.7691,1.09739,0.00177676,0.00177676,0.00177676
329,579.426,0.77272,1.34124,0.6251,1.01955,0.84646,0.74194,0.85328,0.62939,0.85315,0.7478,0.8448,0.59639,0.91665,1.84035,0.78236,1.09979,0.00177544,0.00177544,0.00177544
330,581.148,0.85128,1.52253,0.69008,1.07582,0.77622,0.76246,0.84344,0.60075,0.78339,0.77422,0.83647,0.56888,0.95655,1.89207,0.81111,1.12954,0.00177413,0.00177413,0.00177413
331,582.848,0.82922,1.53637,0.72048,1.09335,0.8125,0.78886,0.85532,0.61478,0.80344,0.78006,0.84306,0.57141,0.93626,1.90897,0.78488,1.1122,0.00177281,0.00177281,0.00177281
332,584.615,0.85711,1.56202,0.6895,1.06741,0.80485,0.80352,0.85518,0.61886,0.80046,0.79472,0.85159,0.57146,0.9349,1.95272,0.7876,1.11278,0.00177148,0.00177148,0.00177148
333,586.333,0.80686,1.39385,0.65488,1.04125,0.79189,0.82698,0.8663,0.61557,0.83288,0.76833,0.85724,0.57243,0.93803,2.04061,0.78387,1.11461,0.00177016,0.00177016,0.00177016
334,588.071,0.77891,1.32709,0.64588,1.03592,0.85091,0.76993,0.85722,0.6052,0.83815,0.75932,0.83924,0.56962,0.94959,2.05385,0.79652,1.12655,0.00176883,0.00176883,0.00176883
335,589.765,0.82252,1.42857,0.63451,1.05922,0.86573,0.77521,0.84192,0.60384,0.86245,0.77228,0.84676,0.5683,0.93873,2.07665,0.79862,1.1223,0.00176749,0.00176749,0.00176749
336,591.443,0.79983,1.39754,0.67849,1.0487,0.87515,0.72141,0.838,0.59643,0.87738,0.70968,0.82651,0.55688,0.94318,2.03975,0.85413,1.12093,0.00176616,0.00176616,0.00176616
337,593.128,0.74465,1.25226,0.63033,1.01937,0.86287,0.71848,0.81593,0.59751,0.86143,0.71554,0.81423,0.54935,0.94404,2.05834,0.86968,1.13121,0.00176482,0.00176482,0.00176482
338,594.812,0.73762,1.29621,0.61635,1.01596,0.82383,0.7566,0.81905,0.58855,0.85934,0.69872,0.81003,0.53795,0.9471,2.11399,0.92722,1.13127,0.00176347,0.00176347,0.00176347
339,596.555,0.78798,1.34488,0.64965,1.0347,0.84705,0.76332,0.82977,0.60566,0.84705,0.76332,0.82664,0.5566,0.92076,2.07873,0.89165,1.09248,0.00176213,0.00176213,0.00176213
340,598.215,0.84979,1.54857,0.69402,1.07987,0.86239,0.78299,0.85837,0.63002,0.8965,0.76204,0.85289,0.58089,0.9047,1.95791,0.8243,1.07684,0.00176078,0.00176078,0.00176078
341,599.926,0.75473,1.22337,0.61677,1.03052,0.86786,0.79472,0.8707,0.63747,0.8826,0.79369,0.86831,0.59635,0.89773,1.89398,0.78683,1.06828,0.00175943,0.00175943,0.00175943
342,601.662,0.82434,1.51277,0.67037,1.06759,0.8676,0.80059,0.8746,0.63415,0.88651,0.75073,0.85071,0.58076,0.89961,1.80448,0.77552,1.07118,0.00175807,0.00175807,0.00175807
343,603.403,0.83751,1.46133,0.71296,1.06446,0.85894,0.79765,0.87164,0.63335,0.83933,0.78299,0.85074,0.57783,0.90235,1.76604,0.78764,1.06689,0.00175671,0.00175671,0.00175671
344,605.119,0.74767,1.22889,0.61205,1.01,0.89442,0.81525,0.8841,0.65367,0.87735,0.79765,0.86292,0.58918,0.8639,1.7715,0.75101,1.04882,0.00175535,0.00175535,0.00175535
345,606.791,0.7907,1.44632,0.6695,1.04627,0.89434,0.82405,0.89891,0.67153,0.87688,0.82111,0.88189,0.60493,0.86564,1.77541,0.71801,1.05264,0.00175398,0.00175398,0.00175398
346,608.478,0.79905,1.37399,0.64123,1.03933,0.89227,0.80938,0.89338,0.65673,0.89622,0.80938,0.8789,0.603,0.89401,1.84085,0.76461,1.06541,0.00175261,0.00175261,0.00175261
347,610.194,0.75749,1.2168,0.57892,0.99195,0.87734,0.79704,0.8775,0.63833,0.87458,0.80352,0.87728,0.59707,0.9134,1.82523,0.81395,1.07784,0.00175124,0.00175124,0.00175124
348,611.902,0.8251,1.46772,0.66428,1.05525,0.85857,0.7655,0.85976,0.64183,0.87346,0.77713,0.86236,0.59969,0.88587,1.76603,0.80547,1.07658,0.00174986,0.00174986,0.00174986
349,613.566,0.80725,1.46935,0.68397,1.06772,0.88288,0.77713,0.87037,0.65347,0.88311,0.79179,0.87082,0.60492,0.86686,1.72396,0.76089,1.06867,0.00174848,0.00174848,0.00174848
350,615.257,0.87731,1.67595,0.74479,1.09894,0.85868,0.80352,0.8728,0.65386,0.86495,0.80938,0.8707,0.60737,0.87238,1.73234,0.74333,1.07391,0.0017471,0.0017471,0.0017471
351,616.963,0.87484,1.53004,0.71846,1.08101,0.8759,0.78592,0.87402,0.63618,0.89316,0.78006,0.87456,0.60406,0.9057,1.80284,0.7727,1.06052,0.00174571,0.00174571,0.00174571
352,618.71,0.84472,1.55524,0.71316,1.06399,0.85135,0.78936,0.87692,0.63094,0.85824,0.78006,0.86493,0.60122,0.90944,1.8223,0.77901,1.06698,0.00174432,0.00174432,0.00174432
353,620.426,0.79443,1.40885,0.65107,1.02873,0.8773,0.77584,0.88229,0.63243,0.87399,0.77291,0.86597,0.5942,0.90196,1.8842,0.78058,1.07918,0.00174293,0.00174293,0.00174293
354,622.123,0.70663,1.22607,0.58878,0.98438,0.90396,0.75953,0.8848,0.63389,0.89678,0.75367,0.86122,0.59128,0.95926,2.0417,0.76468,1.13557,0.00174154,0.00174154,0.00174154
355,623.828,0.8243,1.47721,0.68788,1.07286,0.87678,0.80352,0.8912,0.64215,0.89889,0.78592,0.86981,0.59922,0.97206,2.00462,0.74245,1.14472,0.00174014,0.00174014,0.00174014
356,625.546,0.85045,1.56912,0.68325,1.07538,0.87916,0.81073,0.88985,0.65318,0.87022,0.80645,0.87718,0.60662,0.94265,1.96455,0.73426,1.11639,0.00173874,0.00173874,0.00173874
357,627.27,0.76771,1.29525,0.62214,1.02688,0.90211,0.78371,0.88299,0.66153,0.90886,0.78957,0.88224,0.59711,0.86651,1.846,0.74431,1.07797,0.00173733,0.00173733,0.00173733
358,628.989,0.83615,1.49678,0.7026,1.06468,0.88026,0.79179,0.87662,0.6551,0.88876,0.79765,0.87631,0.58047,0.86624,1.84905,0.76041,1.0727,0.00173592,0.00173592,0.00173592
359,630.681,0.76167,1.2283,0.62025,1.00047,0.88873,0.78886,0.87243,0.64849,0.90542,0.78602,0.87254,0.58347,0.88001,1.83218,0.76219,1.07478,0.00173451,0.00173451,0.00173451
360,632.431,0.77018,1.3392,0.63038,1.03293,0.88828,0.77713,0.87304,0.64757,0.90311,0.79266,0.88175,0.59665,0.89014,1.77254,0.75163,1.07809,0.0017331,0.0017331,0.0017331
361,634.106,0.82995,1.45975,0.67079,1.06057,0.85654,0.80544,0.87882,0.65006,0.87406,0.81232,0.87884,0.60034,0.88977,1.78803,0.76296,1.07962,0.00173168,0.00173168,0.00173168
362,635.816,0.80101,1.502,0.6779,1.05447,0.86209,0.79765,0.86885,0.65619,0.88152,0.81232,0.87843,0.61048,0.86801,1.77439,0.76204,1.06647,0.00173026,0.00173026,0.00173026
363,637.519,0.85867,1.57167,0.69728,1.08684,0.88685,0.80645,0.86614,0.64267,0.8804,0.80059,0.85986,0.58511,0.89262,1.83532,0.76059,1.08238,0.00172883,0.00172883,0.00172883
364,639.242,0.85917,1.56479,0.70254,1.08287,0.85114,0.82111,0.85501,0.62707,0.85355,0.82039,0.8556,0.56614,0.91769,1.91341,0.78289,1.1001,0.00172741,0.00172741,0.00172741
365,640.971,0.77612,1.30516,0.64512,1.01953,0.8644,0.78886,0.85979,0.62098,0.84077,0.80518,0.85326,0.5578,0.94808,1.95557,0.78251,1.12521,0.00172598,0.00172598,0.00172598
366,642.656,0.72882,1.11757,0.58234,0.9909,0.8296,0.82807,0.88671,0.65188,0.85423,0.80938,0.88119,0.59339,0.90607,1.91145,0.75207,1.08943,0.00172454,0.00172454,0.00172454
367,644.368,0.7549,1.31553,0.62949,1.03503,0.87459,0.79762,0.88868,0.65053,0.88017,0.79472,0.88533,0.60191,0.9077,1.86257,0.73552,1.0925,0.00172311,0.00172311,0.00172311
368,646.104,0.73945,1.24195,0.61967,1.00162,0.88482,0.80059,0.88891,0.65441,0.88482,0.80059,0.8829,0.60419,0.91006,1.81893,0.73045,1.09477,0.00172167,0.00172167,0.00172167
369,647.835,0.76444,1.32632,0.63295,1.02707,0.88693,0.78592,0.88013,0.65498,0.86656,0.78299,0.86806,0.59032,0.88181,1.88612,0.74,1.07421,0.00172022,0.00172022,0.00172022
370,649.475,0.76912,1.36203,0.62913,1.0276,0.87551,0.78592,0.87119,0.63625,0.88608,0.77126,0.8642,0.58166,0.91909,1.98128,0.77412,1.10251,0.00171878,0.00171878,0.00171878
371,651.188,0.70464,1.08823,0.55964,0.98964,0.85996,0.76833,0.8506,0.61854,0.85668,0.7654,0.84821,0.57357,0.94471,2.04458,0.81295,1.12612,0.00171733,0.00171733,0.00171733
372,652.945,0.78183,1.34944,0.64527,1.02879,0.85488,0.79466,0.87083,0.63949,0.84602,0.79765,0.85115,0.58608,0.91038,1.8765,0.76201,1.09779,0.00171588,0.00171588,0.00171588
373,654.652,0.75681,1.24648,0.61175,1.03514,0.83645,0.83988,0.88163,0.65919,0.83068,0.83446,0.86795,0.60383,0.89782,1.77587,0.7289,1.08526,0.00171442,0.00171442,0.00171442
374,656.359,0.83185,1.43831,0.65821,1.06094,0.81946,0.83855,0.87859,0.65935,0.82676,0.83972,0.88113,0.6046,0.89496,1.77141,0.73262,1.08364,0.00171296,0.00171296,0.00171296
375,658.047,0.72273,1.15606,0.58049,0.99791,0.79066,0.81232,0.85776,0.62663,0.81427,0.78299,0.8477,0.58513,0.93434,1.85473,0.8028,1.10165,0.0017115,0.0017115,0.0017115
376,659.778,0.8076,1.41787,0.66908,1.06166,0.82769,0.7478,0.83975,0.61776,0.83424,0.75953,0.83219,0.5802,0.92999,1.94075,0.83395,1.09507,0.00171004,0.00171004,0.00171004
377,661.466,0.75648,1.3077,0.63093,1.03044,0.83761,0.7478,0.83982,0.62582,0.84243,0.75257,0.83485,0.57331,0.90851,1.98666,0.82396,1.08125,0.00170857,0.00170857,0.00170857
378,663.185,0.74806,1.26157,0.59979,1.02417,0.86849,0.77467,0.85288,0.6312,0.87183,0.79472,0.85846,0.57281,0.92546,1.92987,0.80944,1.10206,0.0017071,0.0017071,0.0017071
379,664.904,0.82772,1.42457,0.66843,1.06952,0.84985,0.79765,0.86204,0.63187,0.86721,0.81525,0.86057,0.57973,0.9435,1.91377,0.79919,1.11209,0.00170562,0.00170562,0.00170562
380,666.607,0.72911,1.18139,0.57093,0.9786,0.87658,0.79148,0.86616,0.63462,0.84228,0.81818,0.86422,0.59904,0.92261,1.88122,0.78102,1.09236,0.00170415,0.00170415,0.00170415
381,668.324,0.7325,1.17686,0.59109,1.00941,0.86408,0.80168,0.87605,0.63701,0.88621,0.82221,0.88778,0.60521,0.90372,1.86853,0.76381,1.07876,0.00170267,0.00170267,0.00170267
382,670.073,0.78356,1.27856,0.6118,1.02488,0.88517,0.79119,0.87635,0.63697,0.90203,0.80999,0.88374,0.5872,0.89754,1.88479,0.76231,1.07641,0.00170118,0.00170118,0.00170118
383,671.795,0.75026,1.26542,0.62253,0.99744,0.85263,0.80645,0.87157,0.64019,0.8678,0.82111,0.88634,0.58438,0.89726,1.85361,0.78247,1.07195,0.0016997,0.0016997,0.0016997
384,673.571,0.88019,1.7095,0.73988,1.09591,0.80951,0.82253,0.87551,0.65651,0.83488,0.83871,0.89226,0.59995,0.88251,1.82962,0.79436,1.06159,0.00169821,0.00169821,0.00169821
385,675.273,0.71637,1.1571,0.57725,1.0052,0.85924,0.77126,0.87417,0.65861,0.86348,0.779,0.88285,0.60325,0.89495,1.82139,0.77673,1.05841,0.00169672,0.00169672,0.00169672
386,676.959,0.82348,1.4336,0.67157,1.05897,0.87963,0.72862,0.85855,0.64453,0.88199,0.75073,0.87737,0.59782,0.92927,1.84237,0.7741,1.07723,0.00169522,0.00169522,0.00169522
387,678.641,0.76236,1.25768,0.64661,1.02364,0.87566,0.76412,0.87019,0.64286,0.86832,0.75073,0.86657,0.58588,0.90358,1.9109,0.79057,1.07442,0.00169372,0.00169372,0.00169372
388,680.356,0.77273,1.30729,0.60854,1.02432,0.87304,0.78299,0.8669,0.64224,0.84904,0.77713,0.85173,0.57411,0.89419,1.95072,0.78379,1.08127,0.00169222,0.00169222,0.00169222
389,682.109,0.81418,1.40643,0.63145,1.04843,0.8557,0.78253,0.87637,0.63647,0.84963,0.77875,0.86202,0.58357,0.90583,1.95609,0.80372,1.09214,0.00169072,0.00169072,0.00169072
390,683.868,0.81217,1.4211,0.63879,1.03578,0.82622,0.78299,0.86343,0.62765,0.82003,0.77713,0.85871,0.58457,0.93814,1.90931,0.83276,1.09967,0.00168921,0.00168921,0.00168921
391,685.542,0.76486,1.25994,0.61645,1.02975,0.80876,0.79472,0.86211,0.63186,0.78068,0.80645,0.86398,0.5853,0.93103,1.86843,0.80637,1.09584,0.0016877,0.0016877,0.0016877
392,687.261,0.82405,1.46282,0.66265,1.06369,0.8191,0.76246,0.86255,0.63308,0.82987,0.74386,0.85288,0.58778,0.91042,1.80635,0.79594,1.09272,0.00168619,0.00168619,0.00168619
393,688.97,0.80003,1.48768,0.65214,1.05783,0.83801,0.78886,0.87328,0.63806,0.84246,0.7841,0.86654,0.59898,0.87611,1.74273,0.78499,1.07245,0.00168467,0.00168467,0.00168467
394,690.669,0.75941,1.30534,0.64021,1.0136,0.85577,0.80938,0.8769,0.64849,0.85656,0.80553,0.87252,0.61718,0.87851,1.7154,0.76598,1.06833,0.00168315,0.00168315,0.00168315
395,692.376,0.72412,1.20851,0.59894,1.01188,0.86862,0.77713,0.88057,0.6518,0.8719,0.78006,0.87913,0.62678,0.90525,1.71414,0.74587,1.08074,0.00168163,0.00168163,0.00168163
396,694.106,0.77673,1.31503,0.62244,1.03567,0.83634,0.77927,0.86672,0.6444,0.8882,0.74552,0.85864,0.61857,0.89975,1.7426,0.78285,1.08606,0.00168011,0.00168011,0.00168011
397,695.815,0.74138,1.30308,0.60311,1.01533,0.87459,0.75671,0.86002,0.63613,0.87382,0.75145,0.85176,0.60666,0.90076,1.73838,0.80351,1.09646,0.00167858,0.00167858,0.00167858
